"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","solID","trial","iterNG","iterPar","iterations","robynPareto","total_spend","mean_spend","mean_spend_adstocked","mean_carryover","mean_response","spend_share","effect_share","roi_mean","roi_total","cpa_total","cluster","top_sol","boot_mean","boot_se","ci_low","ci_up","carryover_pct"
"705","print_S",126610.831487097,1458700.77009025,0.00512090720484445,9291.08770758124,0.00515788209969616,1458700.77009025,0.00512090720484445,9291.08770758124,0.00515788209969616,TRUE,0.56522298794,0.867546317431418,0.793204989489986,0.806214258534696,0.0757552626136333,0.108253041220325,0.126161169217079,0.108253041220325,0.11049303191915,0,34125.0573153915,0.0004211858134,65481090.2533626,1e-04,"4_159_2",4,159,2,1740,2,601634.977777778,3832.06992215145,4506.37848778896,674.308565637505,7467.40059319368,0.0478369682055284,0.0634341938768282,1.94865979611385,2.42456111092172,0.412445780597314,1,FALSE,2.08413832293035,0.117668904921991,0.617890275397912,3.5573275781157,0.0765299084115319
"706","facebook_S",409207.097390564,2057281.31161753,0.00722228088657431,13103.7026217677,0.00727442849747379,2057281.31161753,0.00722228088657431,13103.7026217677,0.00727442849747379,TRUE,0.56522298794,0.867546317431418,0.793204989489986,0.806214258534696,0.0757552626136333,0.108253041220325,0.126161169217079,0.108253041220325,0.11049303191915,0,34125.0573153915,0.0004211858134,65481090.2533626,1e-04,"4_159_2",4,159,2,1740,2,334078.021992166,2127.88549039596,2140.88864901348,13.0031586175176,1927.35433756213,0.0265630827769259,0.0894645319013902,0.905760364578398,6.15808636362728,0.162388109057141,1,FALSE,8.42658062060446,0.387970281721,3.56855385937877,13.2602758924229,5.04203374091152e-07
"707","search_S",0,0,0,0,0,0,0,0,0,TRUE,0.56522298794,0.867546317431418,0.793204989489986,0.806214258534696,0.0757552626136333,0.108253041220325,0.126161169217079,0.108253041220325,0.11049303191915,0,34125.0573153915,0.0004211858134,65481090.2533626,1e-04,"4_159_2",4,159,2,1740,2,809960,5158.98089171975,5226.59058665765,67.6096949379066,0,0.0644012269879381,0,0,0,Inf,1,FALSE,2.30197538941771,0.290064734252827,0,5.91902247528139,0
"708","newsletter",0,0,0,0,0,0,0,0,0,TRUE,0.56522298794,0.867546317431418,0.793204989489986,0.806214258534696,0.0757552626136333,0.108253041220325,0.126161169217079,0.108253041220325,0.11049303191915,0,34125.0573153915,0.0004211858134,65481090.2533626,1e-04,"4_159_2",4,159,2,1740,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0
"709","(Intercept)",14269.0293428625,2240237.60682942,0.00783683705490824,14269.0293428625,0.00789553631607355,2240237.60682942,0.00783683705490824,14269.0293428625,0.00789553631607355,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"710","trend",0.376511229399489,108198362.585491,0.378501340485238,689161.545130518,0.381336380805828,108198362.585491,0.378501340485238,689161.545130518,0.381336380805828,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"711","season",0.363083738751736,171300.642855545,0.000599246803717351,1091.08689716908,0.000603735265629654,171300.642855545,0.000599246803717351,1091.08689716908,0.000603735265629654,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"712","holiday",0.675424340857501,-827520.000252884,-0.00289484444948579,-18807.2727330201,-0.0104066998042959,-827520.000252884,-0.00289484444948579,-18807.2727330201,-0.0104066998042959,FALSE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"713","competitor_sales_B",0.168323343936929,146649513.250621,0.513011805543819,934073.332806505,0.5168543524468,146649513.250621,0.513011805543819,934073.332806505,0.5168543524468,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"714","events",0,0,0,0,0,0,0,0,0,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"715","tv_S",450253.840473191,6589256.22767402,0.0230506474902029,41969.7848896434,0.0232233008154637,6589256.22767402,0.0230506474902029,41969.7848896434,0.0232233008154637,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,2591412.14666667,16505.80985138,24209.3575050604,7703.54765368037,12496.198486707,0.206047362680601,0.223910922173032,0.75707878615009,2.54272800108226,0.393278400039002,2,FALSE,2.6300017359264,0.0585028209778917,1.95416560471207,3.30408664307421,0.102673898431145
"716","ooh_S",297044.642021934,16173094.3056505,0.0565769918158054,103013.339526437,0.057000763242374,16173094.3056505,0.0565769918158054,103013.339526437,0.057000763242374,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,8239693.86666667,52482.1265392781,86481.2874088281,33999.16086955,121805.594174231,0.655151359349006,0.549581369314567,2.32089669771804,1.96282708646229,0.509469227777142,2,FALSE,2.04179770047402,0.0196373658974278,1.81582675731103,2.26894838324032,0.72353836659859
"717","print_S",140807.540855202,1416612.28371327,0.00495561703079993,9023.00817651765,0.0049927354570589,1416612.28371327,0.00495561703079993,9023.00817651765,0.0049927354570589,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,601634.977777778,3832.06992215145,4654.41491932398,822.344997172534,5605.03420341134,0.0478369682055284,0.0481382043508501,1.46266490885544,2.35460426344513,0.424699817088097,2,FALSE,2.44346879289785,0.106055926978971,1.22153623754931,3.66871954732535,0.0619234348361292
"718","facebook_S",317841.981627364,2929400.33812514,0.0102476777679716,18658.600879778,0.0103244346418769,2929400.33812514,0.0102476777679716,18658.600879778,0.0103244346418769,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,334078.021992166,2127.88549039596,2846.50322159515,718.617731199182,6912.28128018946,0.0265630827769259,0.0995445780919542,3.24842728210116,8.76861135807919,0.114043143111665,2,FALSE,12.0873523308658,0.703470935538977,4.00356755446723,20.2357799484513,0.04306851964086
"719","search_S",37047.1137573677,2319661.89929162,0.00811468045702331,14774.9165559976,0.00817546081319029,2319661.89929162,0.00811468045702331,14774.9165559976,0.00817546081319029,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,809960,5158.98089171975,5417.97692177142,258.996030051672,17439.2941111207,0.0644012269879381,0.0788249260695965,3.38037579071305,2.86392155080697,0.349171575498717,2,FALSE,9.70626495310632,1.4004021137332,0,25.9016152690459,0.133751861468323
"720","newsletter",0,0,0,0,0,0,0,0,0,TRUE,0.505047572711,0.869485844615319,0.848613102992686,0.777373951913221,0.0775630311656935,0.0900820868322392,0.135890382794831,0.0900820868322392,0.130378533702608,0,15469.9996778417,0.0001362650331,65481090.2533626,1e-04,"4_159_9",4,159,9,1747,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0
"721","(Intercept)",312133.445210762,49004950.8980897,0.171588353470835,312133.445210762,0.172793823647407,49004950.8980897,0.171588353470835,312133.445210762,0.172793823647407,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"722","trend",0.243569629407431,69994818.2673639,0.245083310928396,445826.867944993,0.246805109734221,69994818.2673639,0.245083310928396,445826.867944993,0.246805109734221,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"723","season",0.387331734412685,182740.695937952,0.000639857291017713,1163.9534773118,0.000644352519662208,182740.695937952,0.000639857291017713,1163.9534773118,0.000644352519662208,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"724","holiday",0.63321741217182,-775808.690008564,-0.0027164548333855,-17632.0156820128,-0.00976090020167111,-775808.690008564,-0.0027164548333855,-17632.0156820128,-0.00976090020167111,FALSE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"725","competitor_sales_B",0.150734339487501,131325323.029934,0.459828966966892,836467.025668368,0.4630594315922,131325323.029934,0.459828966966892,836467.025668368,0.4630594315922,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"726","events",0,0,0,0,0,0,0,0,0,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,NA
"727","tv_S",756604.485743543,4787607.47447202,0.0167635650797344,30494.3151240256,0.0168813351809556,4787607.47447202,0.0167635650797344,30494.3151240256,0.0168813351809556,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,2591412.14666667,16505.80985138,25266.0746025436,8760.26475116353,4614.16948879051,0.206047362680601,0.170526783742861,0.27954820335003,1.84748978684472,0.54127498139401,1,FALSE,2.14745104088643,0.0431789803309729,1.60888697110535,2.68752287378773,0.0684228718999781
"728","ooh_S",304243.144751905,16669156.4277841,0.0583662069397717,106172.970877606,0.0587762506307468,16669156.4277841,0.0583662069397717,106172.970877606,0.0587762506307468,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,8239693.86666667,52482.1265392781,85336.7564808005,32854.6299415224,126117.196130205,0.655151359349006,0.593728213620965,2.40305041823749,2.02303103701686,0.494307789501139,1,FALSE,1.91743123076146,0.0207879873764985,1.65781896892242,2.17711491701862,0.71654565799939
"729","print_S",120473.08666757,1570551.28570722,0.00549920577854329,10003.5113739314,0.00553783968595468,1570551.28570722,0.00549920577854329,10003.5113739314,0.00553783968595468,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,601634.977777778,3832.06992215145,4700.66425933183,868.594337180384,7873.14281622142,0.0478369682055284,0.0559404798498863,2.05454049016965,2.61047203656322,0.383072481142735,1,FALSE,2.08413832293035,0.117668904921991,0.617890275397912,3.5573275781157,0.0944419617578589
"730","facebook_S",413464.378145129,2651561.20878027,0.0092843072710737,16888.9248966896,0.00934953288399567,2651561.20878027,0.0092843072710737,16888.9248966896,0.00934953288399567,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,334078.021992166,2127.88549039596,2336.53945589004,208.653965494075,3100.25700179127,0.0265630827769259,0.0944442933639827,1.45696608947428,7.93695195202769,0.12599295120396,1,FALSE,8.42658062060446,0.387970281721,3.56855385937877,13.2602758924229,0.00127846819646902
"731","search_S",43777.2431217175,2396522.49010405,0.00839130211532992,15264.4744592615,0.00845025404439748,2396522.49010405,0.00839130211532992,15264.4744592615,0.00845025404439748,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,809960,5158.98089171975,5164.09488894947,5.11399722972755,18079.3012999463,0.0644012269879381,0.0853602294223052,3.50443269308555,2.95881585523242,0.337973043584846,1,FALSE,2.30197538941771,0.290064734252827,0,5.91902247528139,0.016005047868312
"732","newsletter",120134.037930862,7788597.31084919,0.0272713789917925,49608.9000691031,0.0274629702821313,7788597.31084919,0.0272713789917925,49608.9000691031,0.0274629702821313,TRUE,0.509267281253,0.861599579349007,0.731420479293911,0.835182789877899,0.0797257081999505,0.117804067345912,0.117673870008664,0.117804067345912,0.100733905880686,0,74473.4030251831,0.001037430607,65481090.2533626,1e-04,"4_160_5",4,160,5,1754,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,FALSE,NA,NA,NA,NA,0.700902245744768
"733","(Intercept)",381839.93094371,59948869.1581625,0.20996172211489,381839.93094371,0.211472449864169,59948869.1581625,0.20996172211489,381839.93094371,0.211472449864169,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"734","trend",0.167853700002035,48236265.1523112,0.168940122507561,307237.357658033,0.170155689461709,48236265.1523112,0.168940122507561,307237.357658033,0.170155689461709,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"735","season",0.356393906068787,168144.421530059,0.000588900054400049,1070.98357662458,0.000593137339390725,168144.421530059,0.000588900054400049,1070.98357662458,0.000593137339390725,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"736","holiday",0.648254769262448,-794232.23945844,-0.00278167663706722,-18050.7327149646,-0.00999694468737893,-794232.23945844,-0.00278167663706722,-18050.7327149646,-0.00999694468737893,FALSE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"737","competitor_sales_B",0.17077009737123,148781215.198741,0.521083393233955,947651.05222128,0.524832720177541,148781215.198741,0.521083393233955,947651.05222128,0.524832720177541,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"738","events",0,0,0,0,0,0,0,0,0,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"739","tv_S",346436.038722494,8102952.63960695,0.0283793491740223,51611.1633095984,0.0285835457764879,8102952.63960695,0.0283793491740223,51611.1633095984,0.0285835457764879,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,2591412.14666667,16505.80985138,38959.422059154,22453.612207774,26762.1710058797,0.206047362680601,0.277663952460788,1.6213788506501,3.12684829004517,0.319810846974464,2,FALSE,2.6300017359264,0.0585028209778917,1.95416560471207,3.30408664307421,0.385728891130139
"740","ooh_S",293437.887128677,15578588.3529149,0.0545616170017716,99226.6774071012,0.0549542016501534,15578588.3529149,0.0545616170017716,99226.6774071012,0.0549542016501534,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,8239693.86666667,52482.1265392781,84511.1360715637,32029.0095322855,117175.368740454,0.655151359349006,0.533831630051309,2.23267189169171,1.89067562521193,0.528911457187644,2,FALSE,2.04179770047402,0.0196373658974278,1.81582675731103,2.26894838324032,0.725792328371508
"741","print_S",147946.098131604,1469131.93912803,0.00514540935108381,9357.52827470083,0.00518243187409316,1469131.93912803,0.00514540935108381,9357.52827470083,0.00518243187409316,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,601634.977777778,3832.06992215145,4301.88437914303,469.814456991579,5385.60169077103,0.0478369682055284,0.0503427576400665,1.4054027719169,2.44189914714479,0.409517322273222,2,FALSE,2.44346879289785,0.106055926978971,1.22153623754931,3.66871954732535,0.026268106709
"742","facebook_S",319641.529672667,2220777.91574598,0.0077779341324115,14145.082265898,0.00783389833773207,2220777.91574598,0.0077779341324115,14145.082265898,0.00783389833773207,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,334078.021992166,2127.88549039596,2425.54681671554,297.661326319574,3159.18625332133,0.0265630827769259,0.0760994172185573,1.48465989715145,6.64748283201359,0.15043288193,2,FALSE,12.0873523308658,0.703470935538977,4.00356755446723,20.2357799484513,0.00403016712953142
"743","search_S",30230.6984815689,1811136.83744694,0.00634322906697062,11535.9034232289,0.00638887020610293,1811136.83744694,0.00634322906697062,11535.9034232289,0.00638887020610293,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,809960,5158.98089171975,5432.69399601277,273.713104293024,13634.8220333878,0.0644012269879381,0.0620622426292795,2.64292935360003,2.23608182804945,0.447210825407183,2,FALSE,9.70626495310632,1.4004021137332,0,25.9016152690459,0.0891220776838132
"744","newsletter",0,0,0,0,0,0,0,0,0,TRUE,0.56344075367,0.868518639452324,0.789171624340945,0.814736328430893,0.0757219379122741,0.104958528829516,0.125281256768737,0.104958528829516,0.149375402617176,0,8435.53104722696,2.882680749e-05,65481090.2533626,1e-04,"4_160_9",4,160,9,1758,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,0
"745","(Intercept)",678205.638174006,106478285.193319,0.365447438204434,678205.638174006,0.368128888685432,106478285.193319,0.365447438204434,678205.638174006,0.368128888685432,TRUE,0.50502938741,0.873573391715416,0.867913511167424,0.765214912889805,0.0763387787447161,0.0841440657223147,0.139551975142307,0.0841440657223147,0.344595854721093,0,14629.7742675528,0.0001234321765,65481090.2533626,1e-04,"4_162_5",4,162,5,1776,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"746","trend",0,0,0,0,0,0,0,0,0,TRUE,0.50502938741,0.873573391715416,0.867913511167424,0.765214912889805,0.0763387787447161,0.0841440657223147,0.139551975142307,0.0841440657223147,0.344595854721093,0,14629.7742675528,0.0001234321765,65481090.2533626,1e-04,"4_162_5",4,162,5,1776,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"747","season",0.332307374086524,156780.546003969,0.000538091393878288,998.602203846937,0.000542039609889941,156780.546003969,0.000538091393878288,998.602203846937,0.000542039609889941,TRUE,0.50502938741,0.873573391715416,0.867913511167424,0.765214912889805,0.0763387787447161,0.0841440657223147,0.139551975142307,0.0841440657223147,0.344595854721093,0,14629.7742675528,0.0001234321765,65481090.2533626,1e-04,"4_162_5",4,162,5,1776,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"748","holiday",0.674494557217688,-826380.842968626,-0.002836247423555,-18781.3827947415,-0.0101945032406675,-826380.842968626,-0.002836247423555,-18781.3827947415,-0.0101945032406675,FALSE,0.50502938741,0.873573391715416,0.867913511167424,0.765214912889805,0.0763387787447161,0.0841440657223147,0.139551975142307,0.0841440657223147,0.344595854721093,0,14629.7742675528,0.0001234321765,65481090.2533626,1e-04,"4_162_5",4,162,5,1776,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"749","competitor_sales_B",0.162429270335519,141514378.666828,0.485695905592303,901365.469215465,0.48925967259001,141514378.666828,0.485695905592303,901365.469215465,0.48925967259001,TRUE,0.50502938741,0.873573391715416,0.867913511167424,0.765214912889805,0.0763387787447161,0.0841440657223147,0.139551975142307,0.0841440657223147,0.344595854721093,0,14629.7742675528,0.0001234321765,65481090.2533626,1e-04,"4_162_5",4,162,5,1776,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"750","events",0,0,0,0,0,0,0,0,0,TRUE,0.50502938741,0.873573391715416,0.867913511167424,0.765214912889805,0.0763387787447161,0.0841440657223147,0.139551975142307,0.0841440657223147,0.344595854721093,0,14629.7742675528,0.0001234321765,65481090.2533626,1e-04,"4_162_5",4,162,5,1776,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,FALSE,NA,NA,NA,NA,NA
"751","tv_S",430046.906089897,7341715.60257704,0.0251977307308819,46762.5197616372,0.0253826176944364,7341715.60257704,0.0251977307308819,46762.5197616372,0.0253826176944364,TRUE,0.50502938741,0.873573391715416,0.867913511167424,0.765214912889805,0.0763387787447161,0.0841440657223147,0.139551975142307,0.0841440657223147,0.344595854721093,0,14629.7742675528,0.0001234321765,65481090.2533626,1e-04,"4_162_5",4,162,5,1776,6,2591412.14666667,16505.80985138,23889.2340647561,7383.42421337609,15443.2435152622,0.206047362680601,0.166701478825897,0.935624707561443,2.833094539601,0.352970924909846,2,FALSE,2.6300017359264,0.0585028209778917,1.95416560471207,3.30408664307421,0.107610691248846
"752","ooh_S",336191.188906448,18130060.3441266,0.0622247446530873,115478.091363864,0.0626813152950922,18130060.3441266,0.0622247446530873,115478.091363864,0.0626813152950922,TRUE,0.50502938741,0.873573391715416,0.867913511167424,0.765214912889805,0.0763387787447161,0.0841440657223147,0.139551975142307,0.0841440657223147,0.344595854721093,0,14629.7742675528,0.0001234321765,65481090.2533626,1e-04,"4_162_5",4,162,5,1776,6,8239693.86666667,52482.1265392781,87326.3690940084,34844.2425547303,135108.155274067,0.655151359349006,0.411662346265196,2.57436510643202,2.20033178871742,0.454476913494443,2,FALSE,2.04179770047402,0.0196373658974278,1.81582675731103,2.26894838324032,0.742073349676596
