"","solID","mape","decomp.rssd","nrmse","tv_S","ooh_S","print_S","facebook_S","search_S","cluster","top_sol"
"158","5_177_4",0,0.233902990140484,0.0520782477966625,0.220657799968144,0.431325978874695,0.79128803501646,0.000750069735111282,0.30981315646529,"2",FALSE
"159","5_179_2",0,0.24577290714265,0.0521352648379915,0.0879820574230188,0.168185308219048,0.787113971817732,0,0.313813445113735,"2",FALSE
"160","5_180_4",0,0.169663608398468,0.0535882510627196,0.585301615251035,0.369981556288287,0.604611942173702,0.19255586493679,0.505789028209058,"1",FALSE
"161","5_181_8",0,0.299554664618448,0.0512622728977234,0.619985275099737,0.244576886735475,0.76259556708293,0,0,"2",FALSE
"162","5_182_2",0,0.241028966478054,0.0520299059219401,0.0996156318582181,0.168575302282834,0.762045540582676,0,0.34785016519503,"2",FALSE
"163","5_183_7",0,0.191778510814366,0.0534404330184997,0.429471849338359,0.236484766154647,0.375950341877258,0.113258525294347,0.359389826514121,"2",FALSE
"164","5_184_1",0,0.191026569240074,0.0532821536923334,0.295064818619635,0.35764558722833,0.462611684757431,0.0557474792019868,0.503641068116906,"2",FALSE
"165","5_184_8",0,0.307138498589633,0.0512827643201754,0.637312877220606,0.191590591643187,0.802874044886906,0,0.00248666584689328,"2",FALSE
"166","5_185_2",0,0.239328528857584,0.0520555147287528,0.101101178043595,0.1948501282619,0.763016059702782,0,0.34997974163292,"2",FALSE
"167","5_186_7",0,0.239075117129957,0.0524632247853142,0.345231868490784,0.24990613196472,0.408535876737469,0.0189509451824708,0.174769466806476,"2",FALSE
"168","5_187_3",0,0.113133093733961,0.0550928883940687,0.412119797108729,0.381025011588875,0.18877718104766,0.307197286132685,0.622544353670759,"4",FALSE
"169","5_188_5",0,0.128586744521303,0.0548962715478408,0.555571653695386,0.576582429611976,0.559673423285428,0.294823335013413,0.615342018686546,"1",FALSE
"170","5_189_7",0,0.249736922198943,0.0519995343813664,0.391938628032516,0.403147750288253,0.83527682820998,0,0.186341909307728,"2",FALSE
"171","5_190_8",0,0.299554664618447,0.0512622728977232,0.61998527509973,0.244576886735486,0.762595567082936,0,0,"2",FALSE
"172","5_191_2",0,0.243053371882751,0.0521680546117612,0.0277831868054512,0.166669369015638,0.759683560401399,0,0.350678564531471,"2",FALSE
"173","5_194_1",0,0.0880559741458881,0.0569462877827951,0.567091337921741,0.575491515136742,0.232511301666132,0.443507468371406,0.729642245599208,"1",FALSE
"174","5_194_2",0,0.24409000174832,0.0518395902288411,0.0832920612310121,0.0821403290725154,0.66085949087913,0,0.302796459498241,"2",FALSE
"175","5_194_5",0,0.129658752376037,0.0547985950488676,0.55375685766051,0.56707104031457,0.523243707931172,0.28653818974181,0.592192105145307,"1",FALSE
"176","5_195_7",0,0.226858290430792,0.0527458342351248,0.375814611168557,0.241379184570914,0.367499760084726,0.0332698930108886,0.237042613285702,"2",FALSE
"177","5_196_1",0,0.175620715589281,0.0535687573612795,0.296266580615374,0.39476446059978,0.439843185646778,0.0967875244429242,0.619667531644453,"4",FALSE
"178","5_197_2",0,0.273158803372602,0.0518741057404606,0.0691955744863887,0,0.484327775380909,0,0.0796406464040906,"2",FALSE
"179","5_199_1",0,0.190292741237383,0.0533475043561367,0.294430259430658,0.336727079868729,0.461397032623982,0.0581522793802226,0.526727821488154,"2",FALSE
"180","5_200_5",0,0.13103296286676,0.0547942591798517,0.542393720320262,0.493909185675223,0.505450638129098,0.285748451009462,0.579469197575887,"1",FALSE
