"","rn","coef","xDecompAgg","xDecompPerc","xDecompMeanNon0","xDecompMeanNon0Perc","xDecompAggRF","xDecompPercRF","xDecompMeanNon0RF","xDecompMeanNon0PercRF","pos","rsq_train","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","iterPar","iterNG","df.int","trial","iterations","solID","robynPareto","total_spend","mean_spend","spend_share","effect_share","roi_mean","roi_total","cpa_total","mean_response","next_unit_response"
"18","events",1.00730602365167,1282109.50233419,0.00776617904269338,1282109.50233419,0.32120094345291,1282109.50233419,0.00776617904269338,1282109.50233419,0.32120094345291,TRUE,0.947453753498493,0.0523466114189385,0.239398055111492,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,179,1,1,1789,"1_179_9",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","tv_S",380701.625244382,7028834.49461332,0.0425760725173985,76400.3749414491,0.0191402313660982,7028834.49461332,0.0425760725173985,76400.3749414491,0.0191402313660982,TRUE,0.947453753498493,0.0523466114189385,0.239398055111492,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,179,1,1,1789,"1_179_9",3,10247935.1,256198.3775,0.311135800761756,0.39693143036867,0.598000927116717,0.685878123351241,1.45798497714717,153206.867270799,0.543917967414018
"20","ooh_S",216587.165019504,5401486.63302919,0.0327186657710968,58711.8112285782,0.0147087975903113,5401486.63302919,0.0327186657710968,58711.8112285782,0.0147087975903113,TRUE,0.947453753498493,0.0523466114189385,0.239398055111492,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,179,1,1,1789,"1_179_9",3,10240536,262577.846153846,0.310911157955088,0.305032052897054,0.330950887800912,0.527461319703304,1.89587361697441,86900.3713014665,0.123015374207171
"21","print_S",354356.036000392,3873663.32198022,0.0234641135213826,42105.0361084807,0.0105483792901783,3873663.32198022,0.0234641135213826,42105.0361084807,0.0105483792901783,TRUE,0.947453753498493,0.0523466114189385,0.239398055111492,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,179,1,1,1789,"1_179_9",3,2793216,77589.3333333333,0.0848043521333921,0.218753012940996,1.34490058952591,1.38681123192056,0.721078670970327,104349.940140922,1.54798044681957
"22","facebook_S",4783.45852197119,131471.657929699,0.000796369134354671,1429.03976010542,0.00035801069904085,131471.657929699,0.000796369134354671,1429.03976010542,0.00035801069904085,TRUE,0.947453753498493,0.0523466114189385,0.239398055111492,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,179,1,1,1789,"1_179_9",3,5988890.4119093,136111.145725211,0.181827675117088,0.0074244504227506,0.0173058790001173,0.0219525903610223,45.5527107987921,2355.52301848783,0.00670132598907003
"23","search_S",48258.1629492129,1272475.17943316,0.00770782062910365,13831.2519503604,0.00346507936139816,1272475.17943316,0.00770782062910365,13831.2519503604,0.00346507936139816,TRUE,0.947453753498493,0.0523466114189385,0.239398055111492,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,179,1,1,1789,"1_179_9",3,3666600,47618.1818181818,0.111321014032676,0.0718590533705292,0.358434671896037,0.347044995208957,2.88147074242606,17068.0073762859,0.17440233007801
"24","newsletter",483979.019200598,13581698.6277766,0.0822690285464575,147627.158997572,0.036984347017914,13581698.6277766,0.0822690285464575,147627.158997572,0.036984347017914,TRUE,0.947453753498493,0.0523466114189385,0.239398055111492,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,179,1,1,1789,"1_179_9",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","(Intercept)",978966.29918042,90064899.5245985,0.545554130826418,978966.29918042,0.245601583573714,90064899.5245985,0.545554130826418,978966.29918042,0.245601583573714,TRUE,0.947302598232549,0.0524218478476937,0.229138795770184,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,182,1,1,1819,"1_182_9",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","trend",-0.363318936157036,-60177173.7146895,-0.36451387693539,0,0,-60177173.7146895,-0.36451387693539,0,0,FALSE,0.947302598232549,0.0524218478476937,0.229138795770184,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,182,1,1,1819,"1_182_9",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","season",0.290332572122705,-2339619.22257565,-0.0141718798130501,-25430.6437236484,-0.00638000141072875,-2339619.22257565,-0.0141718798130501,-25430.6437236484,-0.00638000141072875,FALSE,0.947302598232549,0.0524218478476937,0.229138795770184,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,182,1,1,1819,"1_182_9",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","holiday",1.15434824658972,5242589.61363078,0.0317561717721429,327661.850851924,0.0822033092592654,5242589.61363078,0.0317561717721429,327661.850851924,0.0822033092592654,TRUE,0.947302598232549,0.0524218478476937,0.229138795770184,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,182,1,1,1819,"1_182_9",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","competitor_sales_B",0.202783318208137,99255309.2682143,0.601223609458852,1078862.0572632,0.27066328017958,99255309.2682143,0.601223609458852,1078862.0572632,0.27066328017958,TRUE,0.947302598232549,0.0524218478476937,0.229138795770184,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,182,1,1,1819,"1_182_9",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","events",1.00619327485327,1280693.18417998,0.00775759991560085,1280693.18417998,0.321298367849837,1280693.18417998,0.00775759991560085,1280693.18417998,0.321298367849837,TRUE,0.947302598232549,0.0524218478476937,0.229138795770184,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,182,1,1,1819,"1_182_9",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","tv_S",376115.37751089,6944159.32084876,0.0420631658126829,75479.9926179213,0.018936306316789,6944159.32084876,0.0420631658126829,75479.9926179213,0.018936306316789,TRUE,0.947302598232549,0.0524218478476937,0.229138795770184,0,11441.6939026153,7.47402687672298e-05,65481090.2533626,1e-04,9,182,1,1,1819,"1_182_9",2,10247935.1,256198.3775,0.311135800761756,0.397135296921027,0.590796911649604,0.677615466246342,1.47576324598892,151361.210196639,0.537365480151493
